_unit_id,airline_sentiment,airline_sentiment:confidence,negativereason,negativereason:confidence
681677651,positive,1.0,,
681457323,positive,0.6737,,
681677766,negative,1.0,Flight Attendant Complaints,0.354
681463064,negative,1.0,Flight Attendant Complaints,1.0
681457674,positive,1.0,,
681677952,negative,1.0,Late Flight,1.0
681452276,negative,0.6848,Customer Service Issue,0.6848
681461712,neutral,1.0,,
681677388,neutral,1.0,,
681677521,neutral,0.6528,,0.0
681463311,negative,1.0,Cancelled Flight,1.0
681459764,positive,1.0,,
681460754,negative,1.0,Customer Service Issue,1.0
681450412,negative,1.0,Customer Service Issue,1.0
681457781,positive,1.0,,
681452061,negative,1.0,Flight Booking Problems,1.0
681455038,negative,1.0,Customer Service Issue,1.0
681454597,negative,0.6959,Can't Tell,0.3693
681450426,neutral,0.6559999999999999,,0.0
681448988,negative,0.3573,Late Flight,0.3573
681455165,negative,1.0,Customer Service Issue,0.6813
681461331,negative,1.0,Cancelled Flight,1.0
681677959,positive,1.0,,
681459982,negative,1.0,Customer Service Issue,1.0
681460062,negative,1.0,Can't Tell,1.0
681451273,negative,1.0,Lost Luggage,0.6875
681456707,neutral,1.0,,
681461684,negative,1.0,Late Flight,1.0
681455332,negative,1.0,Customer Service Issue,1.0
681448214,neutral,0.615,,0.0
681462682,positive,1.0,,
681678875,negative,1.0,Lost Luggage,1.0
681454924,neutral,0.6596,,0.0
681461412,negative,1.0,Flight Attendant Complaints,0.3526
681677906,positive,1.0,,
681462782,negative,0.6652,Can't Tell,0.3456
681457633,positive,1.0,,
681678223,neutral,1.0,,
681679383,negative,1.0,Can't Tell,0.6418
681677258,neutral,1.0,,
681453839,negative,0.6987,Flight Booking Problems,0.6987
681448604,positive,1.0,,
681453167,positive,1.0,,
681677863,negative,1.0,Customer Service Issue,1.0
681462701,negative,1.0,Customer Service Issue,0.6989
681453436,negative,0.6328,Flight Booking Problems,0.324
681448778,negative,1.0,Flight Booking Problems,0.3895
681451425,negative,1.0,Flight Attendant Complaints,1.0
681462090,positive,1.0,,
681449402,negative,1.0,Can't Tell,0.6305
681459867,negative,1.0,Lost Luggage,1.0
681678995,neutral,1.0,,
681457779,negative,1.0,Bad Flight,0.6448
681459324,neutral,0.6645,,
681452419,negative,1.0,Customer Service Issue,0.6503
681453206,positive,1.0,,
681460267,negative,1.0,Flight Booking Problems,0.6601
681463027,negative,1.0,Cancelled Flight,1.0
681461721,negative,0.6909,Late Flight,0.3642
681453418,negative,1.0,Late Flight,1.0
681455609,positive,1.0,,
681449923,negative,0.6669,Can't Tell,0.3546
681450154,negative,0.6495,Lost Luggage,0.3349
681678163,negative,1.0,Customer Service Issue,0.6475
681463364,negative,1.0,Flight Attendant Complaints,1.0
681448813,neutral,0.6742,,0.0
681453355,neutral,0.66,,0.0
681458848,neutral,1.0,,
681448393,positive,0.6823,,0.0
681460525,negative,1.0,Cancelled Flight,0.3584
681459702,negative,1.0,Customer Service Issue,1.0
681463225,positive,1.0,,
681677898,positive,0.6874,,0.0
681458324,negative,1.0,Late Flight,1.0
681456633,negative,1.0,Late Flight,0.6443
681453478,neutral,0.6889,,0.0
681448382,negative,0.6925,Late Flight,0.3521
681678374,negative,1.0,Customer Service Issue,1.0
681454641,negative,1.0,Bad Flight,0.7093
681679244,negative,1.0,Customer Service Issue,1.0
681450560,negative,1.0,Flight Attendant Complaints,0.6631
681461872,negative,1.0,Late Flight,0.6915
681455336,neutral,1.0,,
681677467,neutral,1.0,,
681450156,negative,1.0,Flight Booking Problems,1.0
681677348,negative,0.6314,Late Flight,0.3354
681679085,negative,1.0,Late Flight,0.6769
681678026,neutral,0.639,,
681448876,neutral,0.6811,,
681677756,negative,1.0,Late Flight,1.0
681460600,negative,1.0,Flight Attendant Complaints,0.6527
681453384,negative,1.0,Late Flight,0.6816
681456859,neutral,0.6434,,
681458047,negative,1.0,Lost Luggage,1.0
681460046,negative,0.6765,Can't Tell,0.3634
681460926,negative,1.0,Late Flight,1.0
681460312,negative,1.0,Customer Service Issue,0.6813
681457859,negative,0.6947,Late Flight,0.6947
681453515,negative,1.0,Customer Service Issue,1.0
681456468,neutral,0.6735,,
681454139,negative,1.0,Customer Service Issue,0.6432
681456362,positive,1.0,,
681456699,negative,0.6413,Bad Flight,0.6413
681457964,neutral,0.6427,,
681458830,positive,0.6719,,
681679171,negative,1.0,Can't Tell,0.6257
681452425,neutral,1.0,,
681463318,negative,1.0,Late Flight,0.6762
681679739,negative,0.6667,Cancelled Flight,0.6667
681456330,neutral,0.6584,,0.0
681677876,neutral,1.0,,
681456876,negative,1.0,Customer Service Issue,0.6413
681452348,positive,1.0,,
681448735,positive,1.0,,
681450086,neutral,1.0,,
681462693,negative,1.0,Lost Luggage,0.6635
681456774,negative,1.0,Customer Service Issue,1.0
681452128,negative,1.0,Customer Service Issue,1.0
681461636,negative,1.0,Customer Service Issue,0.6702
681459853,neutral,1.0,,
681454853,neutral,0.7132,,
681458935,neutral,1.0,,
681449504,positive,0.6699,,
681462468,negative,1.0,Customer Service Issue,1.0
681449536,negative,1.0,Bad Flight,0.35200000000000004
681450221,neutral,1.0,,
681461743,negative,1.0,Customer Service Issue,1.0
681454824,negative,1.0,Late Flight,1.0
681457233,positive,1.0,,
681451039,negative,1.0,Flight Attendant Complaints,1.0
681448836,negative,0.6436,Can't Tell,0.324
681461076,negative,1.0,Cancelled Flight,1.0
681460796,negative,1.0,Bad Flight,0.6478
681678691,neutral,1.0,,
681448967,neutral,1.0,,
681461273,negative,1.0,Late Flight,0.6529
681456586,positive,1.0,,
681678560,negative,1.0,Flight Booking Problems,0.6761
681449721,negative,1.0,Can't Tell,0.3513
681460295,negative,1.0,Flight Booking Problems,0.3562
681454767,positive,0.6920000000000001,,
681460753,negative,1.0,Lost Luggage,1.0
681460449,negative,0.6768,Late Flight,0.3434
681678671,neutral,0.6549,,0.0
681452393,negative,1.0,Lost Luggage,0.6722
681679616,negative,1.0,Customer Service Issue,0.3419
681451750,negative,1.0,Lost Luggage,1.0
681456117,neutral,1.0,,
681456849,negative,1.0,Cancelled Flight,0.6889
681462027,negative,1.0,Customer Service Issue,0.6885
681678967,negative,1.0,Late Flight,0.6409
681678785,negative,1.0,Lost Luggage,1.0
681449493,positive,1.0,,
681453717,negative,1.0,Cancelled Flight,1.0
681677484,positive,0.6723,,
681452489,negative,1.0,Customer Service Issue,1.0
681452522,negative,1.0,Late Flight,1.0
681448522,negative,1.0,Customer Service Issue,1.0
681679143,negative,1.0,Customer Service Issue,0.6583
681677456,neutral,1.0,,
681458528,negative,1.0,Customer Service Issue,1.0
681450243,negative,1.0,Customer Service Issue,0.6522
681678853,negative,1.0,Late Flight,1.0
681462449,neutral,1.0,,
681452939,negative,1.0,Customer Service Issue,0.6697
681452295,positive,0.343,,0.0
681453323,negative,0.6381,Can't Tell,0.6381
681460885,neutral,1.0,,
681461351,negative,1.0,Customer Service Issue,1.0
681449734,negative,1.0,Flight Booking Problems,0.6632
681458595,positive,1.0,,
681448295,neutral,1.0,,
681457391,positive,1.0,,
681455353,negative,0.6522,Customer Service Issue,0.6522
681457522,positive,0.6454,,
681456599,positive,1.0,,
681448241,neutral,0.6791,,0.0
681679125,negative,1.0,Cancelled Flight,0.6668
681451650,positive,1.0,,
681678702,negative,1.0,Customer Service Issue,1.0
681454420,negative,0.6619,Late Flight,0.6619
681451544,negative,1.0,Cancelled Flight,1.0
681450387,negative,1.0,Customer Service Issue,0.657
681678438,negative,1.0,Can't Tell,1.0
681452017,negative,1.0,Late Flight,1.0
681448186,positive,1.0,,
681453903,negative,1.0,Customer Service Issue,0.6688
681454920,neutral,1.0,,
681462179,negative,1.0,Customer Service Issue,0.6733
681677629,negative,1.0,Late Flight,1.0
681461342,negative,1.0,longlines,0.3679
681452416,negative,0.6706,Customer Service Issue,0.6706
681462471,negative,1.0,Customer Service Issue,1.0
681454030,negative,1.0,Customer Service Issue,1.0
681455065,positive,1.0,,
681456337,neutral,0.7218,,0.0
681451515,negative,1.0,Bad Flight,0.6955
681455028,negative,1.0,Customer Service Issue,1.0
681457668,neutral,1.0,,
681457436,neutral,1.0,,
681679083,negative,1.0,Late Flight,0.6776
681450922,negative,1.0,Late Flight,0.7141
681457428,neutral,1.0,,
681453346,negative,1.0,Customer Service Issue,1.0
681452900,negative,1.0,Late Flight,0.6609999999999999
681461544,negative,1.0,Cancelled Flight,0.6777
681452884,negative,1.0,Customer Service Issue,0.6559
681461120,negative,1.0,Late Flight,0.6565
681453172,negative,1.0,Customer Service Issue,1.0
681463447,negative,0.6515,Customer Service Issue,0.3337
681448167,neutral,0.634,,
681678724,neutral,0.6452,,
681679546,negative,1.0,Customer Service Issue,0.6368
681456406,neutral,0.6413,,0.0
681462545,negative,1.0,Flight Booking Problems,0.6444
681461419,positive,1.0,,
681448885,negative,0.6307,Customer Service Issue,0.6307
681678095,negative,0.6714,Customer Service Issue,0.6714
681678407,negative,1.0,Customer Service Issue,1.0
681459770,positive,0.6671,,0.0
681449272,neutral,0.7065,,0.0
681450186,negative,0.6839,Customer Service Issue,0.3743
681459571,neutral,1.0,,
681679267,negative,0.6848,Late Flight,0.3717
681457860,negative,1.0,Late Flight,1.0
681457281,negative,1.0,Customer Service Issue,1.0
681461695,negative,0.6596,Lost Luggage,0.6596
681677851,negative,0.6513,Customer Service Issue,0.3293
681448509,negative,1.0,Cancelled Flight,1.0
681678814,negative,1.0,Customer Service Issue,1.0
681453955,negative,1.0,Can't Tell,0.6649
681454375,negative,1.0,Cancelled Flight,1.0
681455411,negative,1.0,Cancelled Flight,1.0
681451314,negative,1.0,Customer Service Issue,0.6762
681458689,neutral,1.0,,
681450278,negative,1.0,Customer Service Issue,1.0
681677731,negative,0.6576,Can't Tell,0.3723
681678064,negative,1.0,Customer Service Issue,0.6613
681451267,negative,0.3548,Lost Luggage,0.3548
681461988,negative,0.6803,Can't Tell,0.3456
681454595,negative,1.0,Bad Flight,0.343
681458208,negative,1.0,Late Flight,1.0
681460331,negative,1.0,Customer Service Issue,1.0
681463273,negative,0.6772,Cancelled Flight,0.3829
681449986,negative,1.0,Cancelled Flight,1.0
681459531,neutral,0.3608,,0.0
681453136,neutral,1.0,,
681451352,negative,1.0,Customer Service Issue,1.0
681455300,positive,1.0,,
681459804,negative,1.0,Customer Service Issue,1.0
681457056,negative,0.648,Flight Attendant Complaints,0.3416
681450774,negative,1.0,Can't Tell,0.365
681450786,negative,1.0,Customer Service Issue,1.0
681460898,negative,1.0,Flight Attendant Complaints,1.0
681460713,negative,1.0,Late Flight,0.7118
681678056,negative,1.0,Lost Luggage,0.3478
681449322,neutral,0.6533,,0.0
681462036,negative,1.0,Customer Service Issue,0.6605
681461650,negative,1.0,Late Flight,1.0
681459933,neutral,0.6701,,
681677983,negative,1.0,Flight Booking Problems,0.6553
681454010,negative,0.6915,Can't Tell,0.6915
681455812,neutral,1.0,,
681459335,positive,1.0,,
681457605,neutral,1.0,,
681462990,negative,1.0,Customer Service Issue,0.6727
681453815,negative,1.0,Flight Booking Problems,0.6729
681679448,neutral,1.0,,
681462181,negative,1.0,Customer Service Issue,1.0
681463222,neutral,0.6544,,
681453140,positive,1.0,,
681450714,negative,1.0,Customer Service Issue,0.6676
681455015,negative,1.0,Customer Service Issue,1.0
681459743,negative,1.0,Lost Luggage,0.6667
681455212,neutral,0.3754,,0.0
681458146,negative,0.6809,longlines,0.3511
681678623,negative,1.0,Bad Flight,0.7140000000000001
681454224,negative,1.0,Flight Attendant Complaints,0.6404
681460034,positive,0.6778,,
681455885,positive,1.0,,
681455659,neutral,0.6555,,
681448847,positive,1.0,,
681462588,negative,1.0,Customer Service Issue,0.6838
681457878,negative,1.0,Cancelled Flight,0.6807
681452216,negative,1.0,Late Flight,1.0
681455033,negative,1.0,Bad Flight,0.6598
681461848,negative,1.0,Late Flight,1.0
681677520,negative,1.0,Bad Flight,0.6717
681457954,negative,1.0,Late Flight,1.0
681461390,negative,1.0,Lost Luggage,1.0
681453214,negative,1.0,Customer Service Issue,1.0
681461423,negative,1.0,Customer Service Issue,1.0
681461267,negative,1.0,Lost Luggage,1.0
681451291,negative,1.0,Customer Service Issue,1.0
681461292,negative,1.0,Cancelled Flight,1.0
681453811,positive,1.0,,
681452104,negative,1.0,Flight Booking Problems,0.6374
681459909,positive,1.0,,
681454447,negative,1.0,Late Flight,0.6743
681457754,negative,1.0,Late Flight,1.0
681678705,negative,1.0,Customer Service Issue,1.0
681451418,negative,1.0,Bad Flight,0.3773
681450143,negative,1.0,Late Flight,1.0
681460828,negative,1.0,Cancelled Flight,0.3441
681462492,negative,1.0,Damaged Luggage,0.343
681462913,negative,0.7072,Late Flight,0.7072
681459171,neutral,0.6808,,0.0
681679365,negative,1.0,Can't Tell,0.6543
681462441,negative,1.0,Customer Service Issue,0.6957
681452753,negative,1.0,Cancelled Flight,1.0
681678432,negative,1.0,Late Flight,0.6795
681462949,negative,1.0,Customer Service Issue,0.6759999999999999
681449541,neutral,0.6557,,
681677352,neutral,0.6436,,0.0
681454939,negative,1.0,Can't Tell,1.0
681677819,negative,0.7023,Bad Flight,0.7023
681453806,negative,1.0,Late Flight,1.0
681449700,negative,1.0,Customer Service Issue,0.6675
681461140,neutral,1.0,,
681457528,neutral,0.3636,,0.0
681459624,negative,1.0,Flight Attendant Complaints,1.0
681455814,positive,0.6344,,0.0
681677445,neutral,1.0,,
681461079,neutral,1.0,,
681678886,positive,0.6162,,
681461071,negative,1.0,Late Flight,0.6854
681461888,negative,1.0,Customer Service Issue,1.0
681678364,neutral,1.0,,
681452782,negative,1.0,Cancelled Flight,1.0
681460451,neutral,1.0,,
681452805,negative,1.0,Customer Service Issue,0.6669
681451087,negative,1.0,Cancelled Flight,0.684
681452783,negative,0.6776,Late Flight,0.6776
681459713,positive,1.0,,
681455337,positive,1.0,,
681462411,neutral,0.682,,0.0
681450916,negative,1.0,Customer Service Issue,0.6659
681449472,negative,0.3482,Cancelled Flight,0.3482
681459591,neutral,1.0,,
681461319,negative,1.0,Late Flight,0.6721
681451470,negative,1.0,Lost Luggage,1.0
681456502,neutral,1.0,,
681450108,negative,1.0,Cancelled Flight,1.0
681453442,negative,1.0,Lost Luggage,1.0
681458620,positive,1.0,,
681678514,negative,1.0,Customer Service Issue,1.0
681461134,negative,1.0,Late Flight,1.0
681458618,negative,1.0,Cancelled Flight,1.0
681450320,negative,1.0,Lost Luggage,1.0
681460278,negative,1.0,Lost Luggage,0.6667
681449535,negative,0.6914,Customer Service Issue,0.3704
681459988,neutral,1.0,,
681678004,neutral,1.0,,
681456624,neutral,0.6831,,0.0
681461241,negative,1.0,Flight Attendant Complaints,0.669
681452955,negative,1.0,Customer Service Issue,1.0
681679202,negative,0.6991,Flight Booking Problems,0.6991
681451197,negative,1.0,Can't Tell,0.6715
681462370,positive,0.669,,
681454359,positive,1.0,,
681456115,negative,0.7021,Customer Service Issue,0.7021
681454026,negative,1.0,Bad Flight,0.6826
681450374,negative,1.0,Bad Flight,1.0
681679322,negative,1.0,Customer Service Issue,0.6775
681449690,negative,1.0,Lost Luggage,1.0
681451662,negative,1.0,Can't Tell,0.6707
681452597,positive,1.0,,
681449558,negative,0.7083,Lost Luggage,0.375
681461146,negative,1.0,Can't Tell,0.6768
681461232,neutral,1.0,,
681679675,negative,0.6711,Flight Booking Problems,0.3479
681450146,negative,1.0,Late Flight,0.7684
681678612,negative,1.0,Customer Service Issue,0.6791
681463106,negative,1.0,Can't Tell,1.0
681450249,negative,1.0,Flight Attendant Complaints,0.6531
681453895,neutral,0.6743,,0.0
681462880,negative,1.0,Flight Attendant Complaints,1.0
681459444,positive,1.0,,
681457728,negative,0.6737,Can't Tell,0.3474
681678097,negative,0.6595,Flight Booking Problems,0.6595
681456074,positive,1.0,,
681462060,negative,1.0,Can't Tell,0.6808
681449842,positive,1.0,,
681460095,negative,0.3913,Flight Booking Problems,0.3913
681462580,negative,1.0,Customer Service Issue,0.6701
681454076,negative,0.6317,Flight Booking Problems,0.6317
681679118,negative,1.0,Customer Service Issue,1.0
681460471,neutral,1.0,,
681453470,negative,1.0,Cancelled Flight,1.0
681459044,positive,1.0,,
681463445,neutral,0.6304,,0.0
681453919,negative,0.6434,Late Flight,0.3529
681458712,neutral,1.0,,
681678148,negative,1.0,Customer Service Issue,0.72
681463148,negative,1.0,Customer Service Issue,0.6275
681679307,negative,1.0,Cancelled Flight,0.664
681454626,neutral,0.6637,,0.0
681451553,neutral,0.6509,,0.0
681454759,neutral,0.6404,,0.0
681678088,neutral,1.0,,
681678492,negative,0.6933,Cancelled Flight,0.6933
681462792,negative,1.0,Late Flight,1.0
681451376,negative,1.0,Flight Attendant Complaints,0.6666
681461564,negative,1.0,Cancelled Flight,0.6729
681457401,neutral,1.0,,
681460729,negative,0.6613,Late Flight,0.6613
681456510,negative,0.6939,longlines,0.3469
681459849,positive,0.6546,,0.0
681453945,negative,0.6722,Bad Flight,0.3364
681460171,positive,1.0,,
681679261,negative,1.0,Customer Service Issue,1.0
681463349,neutral,0.6739,,
681448979,negative,0.6579,Customer Service Issue,0.6579
681454692,neutral,1.0,,
681458931,neutral,1.0,,
681450051,positive,0.6576,,
681678068,negative,1.0,Customer Service Issue,1.0
681462408,negative,1.0,Customer Service Issue,0.6786
681453775,negative,1.0,Late Flight,1.0
681456106,neutral,0.66,,
681460324,negative,0.6774,Bad Flight,0.349
681452917,negative,1.0,longlines,1.0
681461077,negative,1.0,Late Flight,1.0
681462033,negative,1.0,Late Flight,1.0
681450358,negative,1.0,Customer Service Issue,0.6563
681450380,positive,0.6544,,0.0
681678097,negative,0.6595,Flight Booking Problems,0.6595
681678829,neutral,0.6755,,0.0
681454856,negative,1.0,Cancelled Flight,1.0
681450151,neutral,0.6771,,0.0
681460042,neutral,0.6593,,0.0
681678421,negative,1.0,Flight Attendant Complaints,0.3547
681450261,negative,1.0,Customer Service Issue,1.0
681460889,neutral,0.6458,,
681458699,neutral,1.0,,
681453582,negative,1.0,Can't Tell,0.6647
681449787,negative,1.0,Late Flight,1.0
681449257,positive,1.0,,
681451660,negative,1.0,Late Flight,1.0
681461197,negative,1.0,Late Flight,0.6745
681459657,neutral,0.6709,,
681451900,negative,1.0,Late Flight,1.0
681449439,negative,1.0,Late Flight,1.0
681460580,positive,0.6354,,
681461003,negative,1.0,Can't Tell,0.3464
681679482,negative,1.0,Customer Service Issue,0.6787
681679696,negative,1.0,Lost Luggage,1.0
681454779,neutral,0.6922,,
681678983,neutral,1.0,,
681451389,negative,1.0,Bad Flight,0.6846
681679149,negative,1.0,Flight Attendant Complaints,0.3731
681462404,neutral,1.0,,
681455765,neutral,1.0,,
681678050,neutral,0.6641,,0.0
681462153,negative,1.0,Bad Flight,0.3693
681454752,negative,1.0,Customer Service Issue,1.0
681458718,negative,1.0,Late Flight,1.0
681678740,negative,0.6336,Cancelled Flight,0.6336
681453705,negative,1.0,Customer Service Issue,0.6639
681462335,negative,1.0,Cancelled Flight,0.3936
681461256,negative,1.0,Customer Service Issue,0.6685
681459844,neutral,0.6472,,0.0
681454706,neutral,1.0,,
681455298,negative,0.6923,Customer Service Issue,0.6923
681462767,negative,1.0,longlines,0.3609
681468451,negative,1.0,Lost Luggage,0.5345
681459825,negative,0.6551,Can't Tell,0.3449
681451584,positive,0.6661,,
681462599,negative,1.0,Customer Service Issue,1.0
681449310,negative,1.0,Lost Luggage,1.0
681678661,positive,1.0,,
681448585,negative,1.0,Flight Booking Problems,1.0
681679350,negative,1.0,Customer Service Issue,1.0
681678590,negative,1.0,Customer Service Issue,0.6955
681450322,negative,1.0,Customer Service Issue,0.7158
681459178,neutral,1.0,,
681448555,negative,0.6791,Cancelled Flight,0.6791
681462384,positive,1.0,,
681677508,neutral,1.0,,
681448706,negative,1.0,Flight Booking Problems,0.6809
681462673,positive,1.0,,
681456450,negative,1.0,Customer Service Issue,0.6906
681455637,negative,1.0,Cancelled Flight,1.0
681462630,negative,1.0,Customer Service Issue,0.6526
681677337,neutral,0.6925,,0.0
681679753,negative,0.7094,Customer Service Issue,0.7094
681678868,neutral,0.6696,,0.0
681453234,negative,0.6489,Can't Tell,0.3298
681461827,negative,0.696,Cancelled Flight,0.696
681450684,negative,1.0,Customer Service Issue,0.6809
681459986,neutral,0.66,,
681462551,negative,1.0,Customer Service Issue,0.6443
681453932,negative,1.0,Late Flight,1.0
681459854,positive,1.0,,
681459751,neutral,0.6557,,
681460341,negative,0.6598,Can't Tell,0.3512
681459689,negative,0.6344,Can't Tell,0.3419
681449960,negative,1.0,Late Flight,0.3511
681452535,neutral,0.6651,,
681453621,negative,1.0,Customer Service Issue,0.6966
681458720,positive,0.6846,,
681451238,negative,1.0,Can't Tell,0.7099
681678607,negative,1.0,Customer Service Issue,1.0
681678787,negative,1.0,Can't Tell,0.3641
681463380,neutral,0.6915,,
681453286,neutral,1.0,,
681463419,negative,1.0,Flight Attendant Complaints,0.3596
681450662,negative,1.0,Lost Luggage,1.0
681456771,neutral,0.7113,,
681460224,negative,1.0,Late Flight,0.3541
681455847,neutral,1.0,,
681459701,positive,1.0,,
681449243,negative,0.6721,Customer Service Issue,0.6721
681461420,negative,1.0,Late Flight,1.0
681451957,negative,1.0,Late Flight,1.0
681452566,neutral,0.6633,,
681677950,negative,1.0,Cancelled Flight,1.0
681454747,neutral,1.0,,
681458963,negative,1.0,Bad Flight,0.6667
681451977,negative,1.0,Cancelled Flight,1.0
681457569,neutral,1.0,,
681462395,negative,0.6606,Late Flight,0.6606
681456037,positive,1.0,,
681679476,negative,1.0,Cancelled Flight,1.0
681449583,negative,0.7008,Can't Tell,0.7008
681448245,positive,0.6639,,
681458881,positive,1.0,,
681454930,neutral,0.7012,,0.0
681451075,neutral,0.6543,,0.0
681459936,negative,1.0,Bad Flight,1.0
681677440,positive,1.0,,
681450498,negative,0.6703,Can't Tell,0.3626
681452610,negative,0.6559,Cancelled Flight,0.3333
681459719,negative,1.0,Can't Tell,0.6334
681678713,negative,1.0,Cancelled Flight,0.6422
681678836,negative,1.0,Customer Service Issue,0.6707
681459008,negative,0.6531,Late Flight,0.6531
681461070,negative,1.0,Customer Service Issue,0.3389
681458709,neutral,1.0,,
681459649,positive,1.0,,
681449017,neutral,1.0,,
681679160,negative,1.0,Late Flight,0.3768
681677870,negative,1.0,Customer Service Issue,1.0
681453933,negative,1.0,Customer Service Issue,0.6579
681458648,positive,1.0,,
681453829,negative,1.0,Customer Service Issue,1.0
681457508,negative,1.0,Late Flight,0.3597
681678363,negative,1.0,Flight Booking Problems,0.3659
681453744,negative,1.0,Bad Flight,0.3752
681459557,negative,1.0,Can't Tell,1.0
681461291,negative,1.0,Late Flight,1.0
681679560,negative,1.0,Late Flight,1.0
681449969,positive,0.3646,,0.0
681451964,negative,1.0,longlines,1.0
681449034,negative,1.0,longlines,0.6575
681457810,negative,1.0,Late Flight,1.0
681450671,negative,0.7071,Can't Tell,0.7071
681679754,negative,0.6541,Customer Service Issue,0.6541
681462519,negative,1.0,Late Flight,1.0
681460761,negative,1.0,Customer Service Issue,1.0
681677574,neutral,1.0,,
681451486,neutral,0.6854,,0.0
681449751,positive,0.643,,0.0
681678423,negative,1.0,Customer Service Issue,1.0
681454548,negative,1.0,Customer Service Issue,1.0
681462478,negative,0.6898,Late Flight,0.6898
